event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date
592,AT&T Championship,"October 23 - 25, 2009",1700000," San Antonio, TX",6735.0,71.0,Oak Hills CC,2009-10-23,2009-10-25
593,Charles Schwab Cup Championship,"Oct 29 - November 1, 2009",2500000,Sonoma Golf Club,7111.0,72.0,,2009-10-29,2009-11-01
594,PGA Tour Qualifying Tournament,"December 3 - 8, 2008",1057500,,7261.0,72.0,,2008-12-03,2008-12-08
595,Panama Championship,"February 5 - 8, 2009",600000," Panama City, Panama",7123.0,70.0,Panama GC,2009-02-05,2009-02-08
596,HSBC New Zealand PGA Championship,"March 4 - 8, 2009",600000," Clearwater, FL",7122.0,72.0,Clearwater GC,2009-03-04,2009-03-08
597,Michael Hill New Zealand Open,"March 11 - 15, 2009",600000,The Hills Golf Club,7243.0,72.0,,2009-03-11,2009-03-15
598,Chitmacha Louisiana Open,"March 26 - 29, 2009",550000,,7004.0,71.0,,2009-03-26,2009-03-29
599,Moonah Classic,"Feb 26 - March 1, 2009",700000," Fingal, Australia",6783.0,72.0,Moonah Links,2009-02-26,2009-03-01
600,Athens Regional Foundation Classic,"April 16 - 19, 2009",550000," Athens, GA",7004.0,72.0,Jennings Mill Country Club,2009-04-16,2009-04-19
601,South Georgia Classic,"April 23 - 26, 2009",625000," Valdosta, GA",7781.0,72.0,Kinderlou Forest Golf Club,2009-04-23,2009-04-26
602,BMW Charity Pro-Am,"May 14 - 17, 2009",700000,,7435.0,72.0,,2009-05-14,2009-05-17
603,Mexico Open Presented by Corona,"September 3 - 6, 2009",650000," Valencia, Spain",7808.0,72.0,El Bosque Golf Club,2009-09-03,2009-09-06
604,The Rex Hospital Open,"May 28 - 31, 2009",525000," Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2009-05-28,2009-05-31
605,Melwood Prince George's County Open,"June 4 - 7, 2009",675000,The Country Club at Woodmore,7059.0,72.0,,2009-06-04,2009-06-07
606,Knoxville Open Presented by Food City,"June 11 - 14, 2009",525000," Knoxville, TN",7110.0,72.0,Fox Den Country Club,2009-06-11,2009-06-14
607,Fort Smith Classic Presented by Stephens Inc.,"June 18 - 21, 2009",550000,Hardscrabble Country Club,6783.0,70.0,,2009-06-18,2009-06-21
608,Nationwide Tour Players Cup,"June 25 - 28, 2009",1000000,Pete Dye Golf Club,7308.0,72.0,,2009-06-25,2009-06-28
609,Ford Wayne Gretzky Classic Presented by Samsung,"July 9 - 12, 2009",800099,,7139.0,71.0,,2009-07-09,2009-07-12
610,Cox Classic Presented by Lexus of Omaha,"July 23 - 26, 2009",725000," Omaha, NE",7165.0,71.0,Champions Run,2009-07-23,2009-07-26
611,Nationwide Children's Hospital Invitational,"Jul 30 - August 2, 2009",775000," Columbus, OH",7455.0,71.0,OSU Golf Club (Scarlet Course),2009-07-30,2009-08-02
612,Preferred Health Systems Wichita Open,"August 6 - 9, 2009",550000," Wichita, KS",6932.0,71.0,Crestview Country Club,2009-08-06,2009-08-09
613,Price Cutter Charity Championship,"August 13 - 16, 2009",625000," Springfield, MO",7115.0,72.0,Highland Springs Country Club,2009-08-13,2009-08-16
614,Christmas in October Classic,"August 20 - 23, 2009",625000," Overland Park, KS",7230.0,71.0,Nicklaus Golf Club at LionsGate,2009-08-20,2009-08-23
615,Northeast Pennsylvania Classic,"August 27 - 30, 2009",525000," Moscow, PA",6810.0,70.0,Elmhurst Country Club,2009-08-27,2009-08-30
616,Utah Championship,"September 10 - 13, 2009",550000,Willow Creek Country Club,6953.0,71.0,,2009-09-10,2009-09-13
617,Albertsons Boise Open Presented by Kraft,"September 17 - 20, 2009",725000," Boise, ID",6801.0,71.0,Hillcrest Country Club,2009-09-17,2009-09-20
618,WNB Golf Classic,"September 24 - 27, 2009",525000,Midland CC,7380.0,72.0,,2009-09-24,2009-09-27
619,Stonebrae Classic,"April 2 - 5, 2009",600000," Hayward, CA",7188.0,71.0,TPC San Francisco Bay at Stonebrae,2009-04-02,2009-04-05
620,Soboba Classic,"October 1 - 4, 2009",1000000,Soboba Springs,7102.0,71.0,,2009-10-01,2009-10-04
621,Chattanooga Classic Presented by Black Creek,"October 8 - 11, 2009",500000," Chattanooga, TN",7149.0,72.0,Black Creek Golf Club,2009-10-08,2009-10-11
622,Miccosukee Championship,"October 15 - 18, 2009",625000,Miccosukee G&CC,7200.0,71.0,,2009-10-15,2009-10-18
623,Nationwide Tour Championship at Daniel Island,"October 22 - 25, 2009",1000000," Charleston, SC",7446.0,72.0,Daniel Island Club,2009-10-22,2009-10-25
624,Viking Classic,"Oct 29 - November 1, 2009",3600000," Madison, MS",7199.0,72.0,Annandale GC,2009-10-29,2009-11-01
625,Justin Timberlake Shriners Hospitals for Children Open,"October 15 - 18, 2009",4200000," Las Vegas, NV",7223.0,71.0,TPC Summerlin,2009-10-15,2009-10-18
626,Children's Miracle Network Classic,"November 12 - 15, 2009",4700000,,7516.0,72.0,,2009-11-12,2009-11-15
627,Turning Stone Resort Championship,"October 1 - 5, 2009",6000000," Verona, NY",7482.0,72.0,Atunyote Golf Club,2009-10-01,2009-10-05
628,Frys.com Open,"October 22 - 25, 2009",5000000," Scottsdale, AZ",7125.0,70.0,Grayhawk Golf Club Raptor,2009-10-22,2009-10-25
630,Ryder Cup,"September 27 - 30, 2001",,,,,,2001-09-27,2001-09-30
632,Ryder Cup,"September 26 - 29, 2002",,,,,,2002-09-26,2002-09-29
634,The Presidents Cup,"November 20 - 23, 2003",,,,,,2003-11-20,2003-11-23
639,Chevron World Challenge presented by Bank of Ameri,"December 18 - 21, 2008",5750000,,,,,2008-12-18,2008-12-21
645,HSBC Champions,"November 6 - 9, 2008",,,,,,2008-11-06,2008-11-09
646,UBS Hong Kong Open,"November 20 - 23, 2008",,,,,,2008-11-20,2008-11-23
647,Sportsbet Australian Masters,"November 27 - 30, 2008",,,,,,2008-11-27,2008-11-30
648,Alfred Dunhill Championship,"December 11 - 14, 2008",,,,,,2008-12-11,2008-12-14
649,Joburg Open,"January 8 - 11, 2009",,,,,,2009-01-08,2009-01-11
650,The Royal Trophy,"January 9 - 11, 2009",,,,,,2009-01-09,2009-01-11
651,Commercialbank Qatar Masters,"January 22 - 25, 2009",,,,,,2009-01-22,2009-01-25
652,Dubai Desert Classic,"Jan 29 - February 1, 2009",,,,,,2009-01-29,2009-02-01
653,Maybank Malaysian Open,"February 12 - 15, 2009",,,,,,2009-02-12,2009-02-15
654,Johnnie Walker Classic 2009,"February 19 - 22, 2009",,Vines Resort GC,7101.0,72.0,,2009-02-19,2009-02-22
655,Indonesia Open,"Feb 26 - March 1, 2009",,New Kuta GC,7328.0,72.0,,2009-02-26,2009-03-01
656,Madeira Islands Open BPI - Portugal,"March 19 - 22, 2009",,Porto Santo Golfe,6983.0,71.0,,2009-03-19,2009-03-22
657,South African Open Championship,"December 18 - 21, 2008",,,,,,2008-12-18,2008-12-21
658,The Abu Dhabi Golf Championship,"January 15 - 18, 2009",,,,,,2009-01-15,2009-01-18
659,Open de Andalucia,"March 26 - 29, 2009",, Sevilla,7140.0,72.0,Real Club de Golf de Sevilla,2009-03-26,2009-03-29
660,Estoril Open de Portugal,"April 2 - 5, 2009",,"Oitavos Golfe, Quinta da Marinha",6893.0,71.0,,2009-04-02,2009-04-05
661,Volvo China Open,"April 16 - 19, 2009",,Beijing CBD International GC,7321.0,72.0,,2009-04-16,2009-04-19
662,Ballantine's Championship,"April 23 - 26, 2009",,Pinx GC,7345.0,72.0,,2009-04-23,2009-04-26
663,Open de Espana,"Apr 30 - May 3, 2009",,PGA Golf de Catalunya,7172.0,72.0,,2009-04-30,2009-05-03
664,The 3 Irish Open,"May 14 - 17, 2009",,Co Louth GC,7063.0,72.0,,2009-05-14,2009-05-17
665,BMW Italian Open,"May 7 - 10, 2009",,Royal Park I Roveri,7222.0,71.0,,2009-05-07,2009-05-10
666,BMW PGA Championship,"May 21 - 24, 2009",,Wentworth GC,7320.0,72.0,,2009-05-21,2009-05-24
667,The European Open,"May 28 - 31, 2009",,Heritage Course,7257.0,72.0,,2009-05-28,2009-05-31
668,The Celtic Manor Wales Open,"June 4 - 7, 2009",," Broussard, LA",7378.0,71.0,Le Triomphe CC,2009-06-04,2009-06-07
670,SAINT-OMER OPEN presented by Neuflize OBC,"June 18 - 21, 2009",,Aa St Omer,6845.0,71.0,,2009-06-18,2009-06-21
671,BMW International Open,"June 25 - 28, 2009",,Eichenreid,7023.0,72.0,Golfclub Munchen Nord,2009-06-25,2009-06-28
672,Open de France ALSTOM,"July 2 - 5, 2009",," Paris, France",7225.0,71.0,Le Golf National,2009-07-02,2009-07-05
673,The Barclays Scottish Open,"July 9 - 12, 2009",,Loch Lomond,7149.0,71.0,,2009-07-09,2009-07-12
674,SAS Masters,"July 23 - 26, 2009",,Barseback G & CC,7665.0,73.0,,2009-07-23,2009-07-26
675,Moravia Silesia Open 2009,"Jul 30 - August 2, 2009",,Prosper Golf Resort,7155.0,72.0,,2009-07-30,2009-08-02
677,The KLM Open,"August 20 - 23, 2009",,Kennemer G & CC,6626.0,70.0,,2009-08-20,2009-08-23
678,Johnnie Walker Championships at Gleneagles,"August 27 - 30, 2009",," Perth, Scotland",7316.0,72.0,Gleneagles Golf Course,2009-08-27,2009-08-30
679,Omega European Masters,"September 3 - 6, 2009",,Sierre,6822.0,71.0,Crans sur,2009-09-03,2009-09-06
680,Mercedes-Benz Championship,"September 10 - 13, 2009",,Gut Larchenhof GC,7289.0,72.0,,2009-09-10,2009-09-13
681,Austrian Golf Open,"September 17 - 20, 2009",,Fontana GC,7066.0,71.0,,2009-09-17,2009-09-20
684,Alfred Dunhill Links Championship,"October 1 - 4, 2009",,,7279.0,72.0,,2009-10-01,2009-10-04
685,Madrid Masters,"October 8 - 11, 2009",,,7111.0,71.0,,2009-10-08,2009-10-11
686,Portugal Masters,"October 15 - 18, 2009",,Oceanico Victoria Clube de Golfe,7231.0,72.0,,2009-10-15,2009-10-18
687,CASTELLO MASTERS Costa Azahar,"October 22 - 25, 2009",,Club de Campo del Mediterraneo,7111.0,71.0,,2009-10-22,2009-10-25
688,Barclays Singapore Open,"Oct 29 - November 1, 2009",,Sentosa Golf Club,7300.0,71.0,,2009-10-29,2009-11-01
689,HSBC Champions,"November 5 - 8, 2009",7000000," Shanghai, China",7199.0,72.0,Sheshan International GC,2009-11-05,2009-11-08
690,UBS Hong Kong Open,"November 12 - 15, 2009",,Hong Kong GC,6700.0,70.0,,2009-11-12,2009-11-15
691,THE DUBAI WORLD CHAMPIONSHIP,"November 19 - 22, 2009",,Earth Course,7675.0,72.0,,2009-11-19,2009-11-22
692,The Ginn Championship at Hammock Beach,"April 3, 1999",2500000,Ocean Course,7201.0,72.0,,,
695,Alfred Dunhill Championship,"December 10 - 13, 2009",,Leopard Creek GC,7249.0,72.0,,2009-12-10,2009-12-13
696,South African Open,"December 17 - 20, 2009",,Pearl Valley,7319.0,72.0,,2009-12-17,2009-12-20
697,Joburg Open,"January 14 - 17, 2010",,,7156.0,71.0,,2010-01-14,2010-01-17
698,African Open,"January 7 - 10, 2010",,East London Golf Club,6770.0,73.0,,2010-01-07,2010-01-10
700,JBWere Masters,"November 12 - 15, 2009",,Kingston Heath Golf Club,7059.0,72.0,,2009-11-12,2009-11-15
701,Mitsubishi Electric Championship at Hualalai,"January 22 - 24, 2010",1800000," Kailua Kona, HI",7260.0,72.0,Hualalai Resort Golf Club,2010-01-22,2010-01-24
702,The ACE Group Classic,"February 12 - 14, 2010",1600000,The Quarry Golf Course,7094.0,72.0,,2010-02-12,2010-02-14
703,Allianz Championship,"February 19 - 21, 2010",1700000," Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2010-02-19,2010-02-21
704,Toshiba Classic,"March 5 - 7, 2010",1700000," Newport Beach, CA",6584.0,71.0,Newport Beach Country Club,2010-03-05,2010-03-07
705,The Cap Cana Championship,"March 26 - 28, 2010",1600000," Santo Domingo, Dominican Republic",7260.0,72.0,Jack Nicklaus Course (Dominican Republic),2010-03-26,2010-03-28
707,Liberty Mutual Legends of Golf,"April 23 - 25, 2010",2700000," Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2010-04-23,2010-04-25
708,Mississippi Gulf Resort Classic,"Apr 30 - May 2, 2010",1600000,,7054.0,72.0,,2010-04-30,2010-05-02
709,Regions Charity Classic,"May 14 - 16, 2010",1700000," Mobile, AL",7525.0,72.0,Robert Trent Jones at Ross Bridge,2010-05-14,2010-05-16
710,Senior PGA Championship,"May 27 - 30, 2010",2000000,Colorado Golf Club,7490.0,72.0,,2010-05-27,2010-05-30
711,Principal Charity Classic,"June 4 - 6, 2010",1725000,Glen Oaks CC,6879.0,71.0,,2010-06-04,2010-06-06
712,Dick's Sporting Goods Open,"June 25 - 27, 2010",1700000," Endicott, NY",6974.0,72.0,En Joie GC,2010-06-25,2010-06-27
713,The Senior Open Championship Pres. by MasterCard,"July 22 - 25, 2010",2000000," Carnoustie, Scotland",7421.0,71.0,Carnoustie Golf Links,2010-07-22,2010-07-25
714,U.S. Senior Open Championship,"Jul 29 - August 1, 2010",2600000," Sammamish, WA",6866.0,70.0,Sahalee Country Club,2010-07-29,2010-08-01
715,3M Championship,"August 6 - 8, 2010",1750000," Blaine, MN",7100.0,72.0,TPC of the Twin Cities,2010-08-06,2010-08-08
716,JELD-WEN Tradition,"August 19 - 22, 2010",2600000,Crosswater Club at Sunriver Resort,7683.0,72.0,,2010-08-19,2010-08-22
717,Boeing Classic,"August 27 - 29, 2010",1900000," Snoqualmie, WA",7264.0,72.0,The Club at Snoqualmie Ridge,2010-08-27,2010-08-29
718,Home Care & Hospice First Tee Open,"September 3 - 5, 2010",2100000,,7040.0,71.0,,2010-09-03,2010-09-05
719,Posco E&C Songdo Championship,"September 10 - 12, 2010",3000000," Incheon, South Korea",7087.0,72.0,Jack Nicklaus Golf Club Korea,2010-09-10,2010-09-12
720,SAS Championship,"September 24 - 26, 2010",2100000," Cary, NC",7137.0,72.0,Prestonwood CC,2010-09-24,2010-09-26
721,Ensure Classic at Rock Barn,"October 1 - 3, 2010",1750000," Conover, NC",7046.0,72.0,Rock Barn Golf & Spa,2010-10-01,2010-10-03
722,Constellation Energy Senior Players Championship,"October 7 - 10, 2010",2700000," Potomac, MD",7124.0,70.0,TPC Potomac at Avenel Farm,2010-10-07,2010-10-10
723,Administaff Small Business Classic,"October 22 - 24, 2010",1700000," The Woodlands, TX",7018.0,72.0,The Woodlands CC,2010-10-22,2010-10-24
724,AT&T Championship,"October 29 - 31, 2010",1750000," San Antonio, TX",6735.0,71.0,Oak Hills CC,2010-10-29,2010-10-31
725,Charles Schwab Cup Championship,"November 4 - 7, 2010",2500000," San Francisco, CA",7137.0,71.0,TPC Harding Park,2010-11-04,2010-11-07
726,Outback Steakhouse Pro-Am,"April 16 - 18, 2010",1700000,TPC of Tampa Bay,6828.0,71.0,,2010-04-16,2010-04-18
727,Abu Dhabi Golf Championship,"January 21 - 24, 2010",,Abu Dhabi CC,7510.0,72.0,,2010-01-21,2010-01-24
728,Commercial Bank Qatar Masters presented by Dolphin,"January 28 - 31, 2010",,Doha GC,7388.0,72.0,,2010-01-28,2010-01-31
729,Omega Dubai Desert Classic,"February 4 - 7, 2010",,Emirates Golf Club (Majlis Course),6412.0,72.0,,2010-02-04,2010-02-07
730,Maybank Malaysian Open,"March 4 - 7, 2010",," Saint Simons Island, GA",7000.0,72.0,Sea Island Resort (Seaside Course),2010-03-04,2010-03-07
732,Open de Andalucia de Golf,"March 25 - 28, 2010",,Parador de Malaga,6817.0,70.0,,2010-03-25,2010-03-28
733,Estoril Open de Portugal,"June 10 - 13, 2010",, Kuala Lumpur,6904.0,72.0,The MINES Resort & Golf Club,2010-06-10,2010-06-13
734,Madeira Islands Open BPI,"April 8 - 11, 2010",,Porto Santo Golfe,7047.0,72.0,,2010-04-08,2010-04-11
735,Avantha Masters,"February 11 - 14, 2010",,DLF Golf and Country Club,7156.0,72.0,,2010-02-11,2010-02-14
736,Ballantine's Championship,"April 22 - 25, 2010",,Pinx GC,7345.0,72.0,,2010-04-22,2010-04-25
737,Volvo China Open,"April 15 - 18, 2010",,Suzhou Taihu International Golf club,7326.0,72.0,,2010-04-15,2010-04-18
738,Open de Espana,"Apr 29 - May 2, 2010",, Sevilla,7140.0,72.0,Real Club de Golf de Sevilla,2010-04-29,2010-05-02
739,BMW Italian Open,"May 6 - 9, 2010",,Royal Park I Roveri,7282.0,72.0,,2010-05-06,2010-05-09
740,Open Cala Millor Mallorca,"May 13 - 16, 2010",," San Martin, CA",6808.0,70.0,CordeValle Golf Club,2010-05-13,2010-05-16
741,BMW PGA CHAMPIONSHIP,"May 20 - 23, 2010",,Wentworth GC,7261.0,71.0,,2010-05-20,2010-05-23
742,Madrid Masters,"May 27 - 30, 2010",, Southampton,7162.0,72.0,Port Royal GC,2010-05-27,2010-05-30
743,The Celtic Manor Wales Open,"June 3 - 6, 2010",," Broussard, LA",7378.0,71.0,Le Triomphe CC,2010-06-03,2010-06-06
744,Austrian Golf Open,"September 16 - 19, 2010",,Diamond Country Club,7242.0,72.0,,2010-09-16,2010-09-19
745,SAINT-OMER OPEN presented by Neuflize OBC,"June 17 - 20, 2010",,Aa St Omer,6846.0,71.0,,2010-06-17,2010-06-20
746,BMW International Open,"June 24 - 27, 2010",,Eichenreid,7026.0,72.0,Golfclub Munchen Nord,2010-06-24,2010-06-27
747,Alstom Open de France,"July 1 - 4, 2010",," Paris, France",7300.0,71.0,Le Golf National,2010-07-01,2010-07-04
748,The Barclays Scottish Open,"July 8 - 11, 2010",,Loch Lomond,7149.0,71.0,,2010-07-08,2010-07-11
749,Nordea Scandinavian Masters,"July 22 - 25, 2010",,Bro Hoff Slott GC,7365.0,72.0,,2010-07-22,2010-07-25
750,3 Irish Open,"Jul 29 - August 1, 2010",,Killarney Golf & Fishing Club,7161.0,71.0,,2010-07-29,2010-08-01
751,Czech Open 2010,"August 19 - 22, 2010",,Prosper Golf Resort,7155.0,72.0,,2010-08-19,2010-08-22
752,Johnnie Walker Championship at Gleneagles,"August 26 - 29, 2010",," Perth, Scotland",7316.0,72.0,Gleneagles Golf Course,2010-08-26,2010-08-29
753,Omega European Masters,"September 2 - 5, 2010",,Sierre,6822.0,71.0,Crans sur,2010-09-02,2010-09-05
754,KLM Open,"September 9 - 12, 2010",,Hilversumsche,6660.0,70.0,,2010-09-09,2010-09-12
755,TBC,"September 16 - 19, 2010",,,,,,2010-09-16,2010-09-19
756,Alfred Dunhill Links Championship,"October 7 - 10, 2010",,,7279.0,72.0,,2010-10-07,2010-10-10
757,Portugal Masters,"October 14 - 17, 2010",,Oceanico Victoria Clube de Golfe,7231.0,72.0,,2010-10-14,2010-10-17
758,CASTELLO MASTERS Costa Azahar,"October 21 - 24, 2010",,Club de Campo del Mediterraneo,7111.0,71.0,,2010-10-21,2010-10-24
759,Andalucia Masters,"October 28 - 31, 2010",,Club de Golf Valderrama,6988.0,71.0,,2010-10-28,2010-10-31
760,WGC - HSBC Champions,"November 4 - 7, 2010",," Shanghai, China",7199.0,72.0,Sheshan International GC,2010-11-04,2010-11-07
761,Barclays Singapore Open,"November 11 - 14, 2010",,,7300.0,71.0,,2010-11-11,2010-11-14
762,UBS Hong Kong Open,"November 18 - 21, 2010",,Hong Kong GC,6700.0,70.0,,2010-11-18,2010-11-21
763,DUBAI WORLD CHAMPIONSHIP,"November 25 - 28, 2010",,Jumeirah Golf Estates,7675.0,72.0,,2010-11-25,2010-11-28
764,Hyundai Tournament of Champions,"January 7 - 10, 2010",5600000," Kapalua, HI",,73.0,Kapalua Resort (Plantation Course),2010-01-07,2010-01-10
765,Bob Hope Classic,"January 20 - 25, 2010",5000000,,,,,2010-01-20,2010-01-25
766,Waste Management Phoenix Open,"February 25 - 28, 2010",6000000," Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2010-02-25,2010-02-28
767,AT&T Pebble Beach National Pro-Am,"February 11 - 14, 2010",6200000,,,,,2010-02-11,2010-02-14
768,Farmers Insurance Open,"January 28 - 31, 2010",5300000,,,72.0,,2010-01-28,2010-01-31
769,Sony Open in Hawaii,"January 14 - 17, 2010",5500000," Honolulu, HI",,70.0,Waialae Country Club,2010-01-14,2010-01-17
770,Northern Trust Open,"February 4 - 7, 2010",6400000," Pacific Palisades, CA",,71.0,Riviera Country Club,2010-02-04,2010-02-07
771,The Honda Classic,"March 4 - 7, 2010",5600000," Palm Beach Gardens, FL",,70.0,PGA National Resort & Spa (The Champion),2010-03-04,2010-03-07
772,Arnold Palmer Invitational presented by MasterCard,"March 25 - 29, 2010",6000000," Orlando, FL",,72.0,Arnold Palmer's Bay Hill Club & Lodge,2010-03-25,2010-03-29
773,THE PLAYERS Championship,"May 6 - 9, 2010",9500000," Ponte Vedra Beach, FL",,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2010-05-06,2010-05-09
774,The Masters,"April 8 - 11, 2010",7500000," Augusta, GA",,72.0,Augusta National Golf Club,2010-04-08,2010-04-11
775,Verizon Heritage,"April 15 - 18, 2010",5700000," Hilton Head Island, SC",,71.0,Harbour Town Golf Links,2010-04-15,2010-04-18
776,Wyndham Championship,"August 19 - 22, 2010",5100000," Greensboro, NC",,70.0,Sedgefield Country Club,2010-08-19,2010-08-22
777,Shell Houston Open,"April 1 - 4, 2010",5800000," Houston, TX",,72.0,Golf Club of Houston,2010-04-01,2010-04-04
778,HP Byron Nelson Championship,"May 20 - 23, 2010",6500000," Irving, TX",,70.0,TPC Four Seasons Resort,2010-05-20,2010-05-23
779,Crowne Plaza Invitational at Colonial,"May 27 - 30, 2010",6200000," Fort Worth, TX",,70.0,Colonial Country Club,2010-05-27,2010-05-30
780,the Memorial Tournament presented by Nationwide Insurance,"June 3 - 6, 2010",6000000," Dublin, OH",,72.0,Muirfield Village Golf Club,2010-06-03,2010-06-06
781,The Barclays,"August 26 - 29, 2010",7500000," Paramus, NJ",7319.0,71.0,Ridgewood Country Club,2010-08-26,2010-08-29
782,St. Jude Classic presented by Smith & Nephew,"June 10 - 13, 2010",5600000," Memphis, TN",,70.0,TPC Southwind,2010-06-10,2010-06-13
783,Travelers Championship,"June 24 - 27, 2010",6000000," Cromwell, CT",,70.0,TPC River Highlands,2010-06-24,2010-06-27
784,BMW Championship,"September 9 - 12, 2010",7500000," Lemont, IL",,71.0,Cog Hill G&CC,2010-09-09,2010-09-12
785,World Golf Championships-Bridgestone Invitational,"August 5 - 8, 2010",8500000," Akron, OH",,70.0,Firestone CC (South Course),2010-08-05,2010-08-08
